id,title,price,link
326450556276,Brandneu limitierte Auflage offizielle Taylor Swift Liebhaber Gitarre #5361,"CHF 716,22",https://www.ebay.ch/itm/326450556276?itmmeta=01K6QYQS527R6WA0G32K75QJTP&hash=item4c01f82d74:g:6kMAAOSwJf5ntP6m&itmprp=enc%3AAQAKAAAA4MHg7L1Zz0LA5DYYmRTS30n%2BgjFw4hJE6BVpHWK%2BiEWH%2Fx6TfzEUoDqjnWBI1vVy1Il%2BSv%2FtbVxDsOq2%2FFNLPxJFwmqnsvxWT4mVNZsScqCxKI0JM76iDgkxT1ePhlvACfFQ8NNx8WagJXPpExQuEmQqiqr0ZAeZwiDGhh2uIIJl6F6i17k6vS51HDRrcFKcB2suoSEo%2FynY3uudEiGrzDkDPu0ZpDqk4hWJt3uITcaGSAnSmPxt0jVacQk8bK0w0%2FCMi5eb%2Fc64PNuP4FWk27kGzR4Z3xcFXxdqu6gFn71h%7Ctkp%3ABk9SR9aS3_61Zg
236322252808,Alvarez MD60 Herringbone Dreadnought Akustikgitarre - Natur,"CHF 516,47",https://www.ebay.ch/itm/236322252808?itmmeta=01K6QYQS52BH1SNK4A36M3FPRN&hash=item3705e76808:g:LDAAAeSwQ5lo2qtu&itmprp=enc%3AAQAKAAAAwMHg7L1Zz0LA5DYYmRTS30kfHgbLnu4fe41CzIYPy2dkgyi07S622Dv7z6Ps1f0XPu9LlDf%2BlaZGi91khGHhSiGLu6M0rkD4g7FE9aqfv9yTeKGGy2mmSTcUCiVQeFPtm3EKRbo3Bx7Rhqo4VyBXDKZTxiOMrvgSi8L0B6B5ny5OEqfLeQ3JoMa6LwPqA649wFNFTnO1TkdWGR%2B9MYlFuIufhQUkeGbAupchfgySBL1RzeLr1vM9cxP28wsmv463eA%3D%3D%7Ctkp%3ABk9SR9aS3_61Zg
127378202627,Vintage Crescent handgefertigte Akustikgitarre Holz Sunburst toller Klang neue Saiten,"CHF 71,62",https://www.ebay.ch/itm/127378202627?itmmeta=01K6QYQS52B5V1H8ZG66JNARZN&hash=item1da8552003:g:0J8AAeSwCYZozJcf&itmprp=enc%3AAQAKAAAAwMHg7L1Zz0LA5DYYmRTS30lcWeAqK5XXtVt9vWfN8WuIUTPNxT9xgCHzfgIXYD0tUX8TaQ2jM6PQ7J6gAxxHb%2Bq3hLhZlMtzUghNnOcHbxuRn%2Bs7JeJLtbaDPVuUsfPJZ0DFub9%2F81a%2FzSidkmOGJR9K3m40AjjUomutNWX%2BurI7DYnCwXmq9izI1NhJO7YGkHw9xJd%2BchKcRfubqZQWKG82Lc829yjDv0miOZUka0qDjLkIDJouhs4oG0ZQi%2FvXcg%3D%3D%7Ctkp%3ABk9SR9iS3_61Zg
226820563777,1999 Bourgeois Jumbo Orchestra Akustik-E-Gitarre,"CHF 2.626,13",https://www.ebay.ch/itm/226820563777?itmmeta=01K6QYQS529KQEVWKA616FK39X&hash=item34cf8f2341:g:Ia0AAOSwH11oUcWE&itmprp=enc%3AAQAKAAAAwMHg7L1Zz0LA5DYYmRTS30moEEvn9FngH5KRkqxc0QrxgdwfWhgjZ4YrW6Wzp8JwrrAHIWOlFDje7Z0nqgxStRo2k2h3oqwUhT2SCJ483oi9iJSjdPN6%2FLOfCLEUopk6RPBb6HDfndxZnPVWy2aCaWQoUl1WeiZM1zqfjvrK5qQrtQGWD3oApVM%2BLWYyKl2dt0DB6tCtYSfjZ6gnm8IIc3PFaLXJuVMsosMCMMnVEfaPk1gzuDi5B9m9EAVNPSCRtQ%3D%3D%7Ctkp%3ABk9SR9iS3_61Zg
177430175381,"Gibson J-185 EC Modern Rosewood〈/2,1Kg〉 gebrauchte Akustikgitarre 2021","CHF 2.243,71",https://www.ebay.ch/itm/177430175381?itmmeta=01K6QYQS52XS7Y784JYK53MNP9&hash=item294fa99e95:g:0~IAAeSwF8Bo0JAZ&itmprp=enc%3AAQAKAAAA4MHg7L1Zz0LA5DYYmRTS30nWz8MI1yw5K1cnC%2FbgNut8HVghXS5mkRHqH9H%2B1L9UMpj9Jg3WwnDhZv3PHaTM0mOaxwtpseAO4yQtWu77v9Xp9it7rCsDLuvxRUYPuP3a%2BUKhzLXBv4fYoknkaDONWrQkatkJeFL%2FBeEe46lr2QJ1DOz4UMwNyHxvkjWe%2F7QoAJPIL5ylAKn2mcggj5upJHqGERKH8326VgzEAYmgbXP3Svoc5dYZEbf6AxhqbbqFr5i1RASJan5rIAGH1ROS3xRlr7eEtwQ33sBL7jLDLk9V%7Ctkp%3ABk9SR9iS3_61Zg
21042567653,Recording King RO-318 Mahagoni 000 Akustikgitarre mit Deluxe Adirondack Top,"CHF 397,86",https://www.ebay.ch/p/Recording%2DKing%2DDeluxe%2DAll%2DSolid%2D000%2DAged%2DAdirondack%2DSpruce%2Dand%2DMahogany%2DGuitar/21042567653?iid=146676466553
365867414650,GIBSON GUITARS SIGN - datiert 1996 - zeigt DETAILS der LIMITED EDITION Elvis Gitarre,"CHF 23,87",https://www.ebay.ch/itm/365867414650?itmmeta=01K6QYQS52AXW8QFBE7ZJFVKQM&hash=item552f65b47a:g:JvAAAeSwj2VoyhT3&itmprp=enc%3AAQAKAAAA4MHg7L1Zz0LA5DYYmRTS30nQ9m7nvsP%2BTfv3VEVVpwrS9oI0b4ZzXcadMVCNgV4XsCLpe%2FMxYFyhcGHCE7S9bGokJz4gvIL0YAcs5q8L4w6dUsFJZuw%2B91t80II%2BgKYqEk%2BlkI9m5l8vJ8StkggChq4IhmwcKRluP4MGsUyVL%2F6Y%2FV2o5uQMbafnvgjpXGfOAzJm%2BaZJSkMfQ9x%2B0bkTR8jSk7Qa%2B3lQVj2dT8ubqETRfJlPOq48%2FL0fLRgi7%2FrJ%2BUHXceLyGGTwd5O2d5Ffj4MmQhkVmSxTYsDFuEWT5%2BBL%7Ctkp%3ABk9SR9iS3_61Zg
205740061578,Rock'n'Roll Akustikgitarre Vorverstärker Sonicake Open Box,"CHF 71,58",https://www.ebay.ch/itm/205740061578?itmmeta=01K6QYQS52WZ8KMQTDXXV2QK9M&hash=item2fe710338a:g:eG8AAeSwpsZoqJXl&itmprp=enc%3AAQAKAAAAwMHg7L1Zz0LA5DYYmRTS30kIpanMkVsVzWm8vtAJCIoR6O9qhaAT2hTqHvWokq90qKIH7awi1gOvbhxTKb33ef6pRvqBiJo%2BFE7a%2BNKhDbPdHihWdyAgvdOuVO4DAqkHdrVawTwkDJYTiyc8LCK5VseDrOBZbniqrrW4AMJEeDXa3bTnJIggM%2BykJHU%2BQtTQaXmI3iJEnFBFc5TA7mMokyaHxRlvLCNMeIaguCxhbfPhP%2FkTq1ywHzsb9lo5xlsc8w%3D%3D%7Ctkp%3ABk9SR9iS3_61Zg
406183387575,Matte Sunburst massive Fichte Akustikgitarre Ebenholz Griffbrett Mahagoni Korpus,"CHF 288,57",https://www.ebay.ch/itm/406183387575?itmmeta=01K6QYQS52Z8N95H6EE6B1PHTP&hash=item5e926aa1b7:g:p6wAAeSwxUlot-er&itmprp=enc%3AAQAKAAAA4MHg7L1Zz0LA5DYYmRTS30mCoeD3MYG05x%2Bl9UxTAnoEgCDa10sdYn9sAoTK4wgZDx3dES%2FcAmn6tf%2FitQtd2xlAr0hVthKgmsjfYkwKteL6ohBTnv6JmrAx9Ot9K6EVmWSlZXIZhtTp3aQ8%2B4eE7ipIDVq7OzewlZlvk%2BSq8mq0hyinAj9ZEBrUV8LAeERLzXFBDOJMYlQBBvww9gwY2NiorF7OHzQxwsynvIGwFUyVQ2a7THTDMsMwCF5iwZ%2BIPmpggDw3SSh5GwchEaEZNmxDbGqYnJXX0adkXIqT9Ga3%7Ctkp%3ABFBM2JLf_rVm
146866740050,Yamaha FG-200 Akustikgitarre Vintage Green Label Made in Japan,"CHF 197,36",https://www.ebay.ch/itm/146866740050?itmmeta=01K6QYQS52H6CEX51X2J2F4K4B&hash=item2231f09b52:g:1vMAAeSwUAlo3VZU&itmprp=enc%3AAQAKAAAA4MHg7L1Zz0LA5DYYmRTS30nckEdmMvbyNCES4VdV8hHubhs5oNhhe19vOAgoWWeGFHbvClpIVF15syUUNOSsL07Uv%2Bw1uE%2FYsC3lMady7WlQQr7Km9PfY0G%2BVRh1jmC17qlULJ703UqnwVspDUXVCDfi82uNhbxjU1nf5fmDaCTNChBpotzqZH06zxxQtwX4O8yfjaQ0jpsYrC1lV7eJKtw9i1hUsX7yuIj%2Bx9B28X3ZgzU5Bt9CSzlmbQC44HVTiVeaCB1LQspymk3UU34jAacqZvZR2jUw7mCOtxLICPBq%7Ctkp%3ABFBM2JLf_rVm
